entity,bucket,sub_type,extracted_species_prefix,extracted_gene_symbol,match_status,match_type,confidence_tier,ambiguity_count,selected_uniprot_accession,selected_uniprot_entry_name,selected_uniprot_organism,selected_uniprot_source_tier,selected_phytozome_code,selected_phytozome_gene_id,selected_phytozome_base_gene_id,selected_sequence_length,has_sequence,candidate_summary,notes,expected_phytozome_code,expected_uniprot_mnemonic,species_resolution_status,species_match_status,matched_species_category,all_species_hit_count,species_specific_hit_count
LOB family genes,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOB/LBD cis-acting element,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
"LOC-110,694,404",D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
"LOC-110,699,943",D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC100191919,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC100282558,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC100502460,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC100781791,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC100787536,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC100791342,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC100794703,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC100799875,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC100802759,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC100812201,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC100818755,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC100819730,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC103633555,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC103642379,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC103644435,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC103647946,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC105047965,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC105048608,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC107279585,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC107411031,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC107412561,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC107417136,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC107419520,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC107427373,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC107810152,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC107829594,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC110735639,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC112489350,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC112492292,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC112493133,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC114260773,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC114262611,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC114269283,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC114269489,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC114284060,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC114309916,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC114310402,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC114314242,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC114314594,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC114320162,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC21392597,C,bare_gene_symbol,,,no_match,bare_symbol_uniprot,6,0,,,,,,,,,false,,,,,no_species_provided,no_species_provided,no_species_no_match,0,0
LOC21397545,C,bare_gene_symbol,,,no_match,bare_symbol_uniprot,6,0,,,,,,,,,false,,,,,no_species_provided,no_species_provided,no_species_no_match,0,0
LOC21404820,C,bare_gene_symbol,,,no_match,bare_symbol_uniprot,6,0,,,,,,,,,false,,,,,no_species_provided,no_species_provided,no_species_no_match,0,0
LOC21408668,C,bare_gene_symbol,,,no_match,bare_symbol_uniprot,6,0,,,,,,,,,false,,,,,no_species_provided,no_species_provided,no_species_no_match,0,0
LOC_Os01g09800.1,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC_Os01g43550,A,rice_locus_msu,,,matched,phytozome_gene_exact,1,1,,,,,Osat,LOC_Os01g43550.1,LOC_Os01g43550,350,true,Osat|LOC_Os01g43550.1|len=350,phy=1 uni_species=0 uni_global=0,Osat,ORYSJ,known_locus_species,species_confirmed,sequence_confirmed_match,0,1
LOC_Os01g51890,A,rice_locus_msu,,,matched,phytozome_gene_exact,1,1,,,,,Osat,LOC_Os01g51890.1,LOC_Os01g51890,676,true,Osat|LOC_Os01g51890.1|len=676,phy=1 uni_species=0 uni_global=0,Osat,ORYSJ,known_locus_species,species_confirmed,sequence_confirmed_match,0,1
LOC_Os01g64000,A,rice_locus_msu,,,matched,phytozome_gene_exact,1,1,Q8RZ35,ABI5_ORYSJ,ORYSJ,sprot,Osat,LOC_Os01g64000.1,LOC_Os01g64000,388,true,Osat|LOC_Os01g64000.1|len=388 | Q8RZ35|ABI5_ORYSJ|ORYSJ|sprot,phy=1 uni_species=1 uni_global=1,Osat,ORYSJ,known_locus_species,species_confirmed,sequence_confirmed_match,1,2
LOC_Os01g67220,A,rice_locus_msu,,,matched,phytozome_gene_exact,1,1,Q5N863,BGL04_ORYSJ,ORYSJ,sprot,Osat,LOC_Os01g67220.2,LOC_Os01g67220,483,true,Osat|LOC_Os01g67220.2|len=483 | Q5N863|BGL04_ORYSJ|ORYSJ|sprot,phy=1 uni_species=1 uni_global=1,Osat,ORYSJ,known_locus_species,species_confirmed,sequence_confirmed_match,1,2
LOC_Os03g01600,A,rice_locus_msu,,,matched,phytozome_gene_exact,1,1,Q8H7T7,Q8H7T7_ORYSJ,ORYSJ,trembl,Osat,LOC_Os03g01600.1,LOC_Os03g01600,405,true,Osat|LOC_Os03g01600.1|len=405 | Q8H7T7|Q8H7T7_ORYSJ|ORYSJ|trembl,phy=1 uni_species=1 uni_global=1,Osat,ORYSJ,known_locus_species,species_confirmed,sequence_confirmed_match,1,2
LOC_Os03g04770,A,rice_locus_msu,,,matched,phytozome_gene_exact,1,1,Q10RZ1,BAMY2_ORYSJ,ORYSJ,sprot,Osat,LOC_Os03g04770.1,LOC_Os03g04770,557,true,Osat|LOC_Os03g04770.1|len=557 | Q10RZ1|BAMY2_ORYSJ|ORYSJ|sprot,phy=1 uni_species=1 uni_global=1,Osat,ORYSJ,known_locus_species,species_confirmed,sequence_confirmed_match,1,2
LOC_Os03g12510.1,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC_Os03g13140.1,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC_Os03g31750.1,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC_Os03g47860,A,rice_locus_msu,,,matched,phytozome_gene_exact,1,1,Q7Y009,Q7Y009_ORYSJ,ORYSJ,trembl,Osat,LOC_Os03g47860.1,LOC_Os03g47860,462,true,Osat|LOC_Os03g47860.1|len=462 | Q7Y009|Q7Y009_ORYSJ|ORYSJ|trembl,phy=1 uni_species=1 uni_global=1,Osat,ORYSJ,known_locus_species,species_confirmed,sequence_confirmed_match,1,2
LOC_Os03g48170,A,rice_locus_msu,,,matched,phytozome_gene_exact,1,1,Q10F03,FLO6_ORYSJ,ORYSJ,sprot,Osat,LOC_Os03g48170.1,LOC_Os03g48170,529,true,Osat|LOC_Os03g48170.1|len=529 | Q10F03|FLO6_ORYSJ|ORYSJ|sprot,phy=1 uni_species=1 uni_global=1,Osat,ORYSJ,known_locus_species,species_confirmed,sequence_confirmed_match,1,2
LOC_Os03g62180,A,rice_locus_msu,,,matched,phytozome_gene_exact,1,1,Q851M7,Q851M7_ORYSJ,ORYSJ,trembl,Osat,LOC_Os03g62180.2,LOC_Os03g62180,858,true,Osat|LOC_Os03g62180.2|len=858 | Q851M7|Q851M7_ORYSJ|ORYSJ|trembl,phy=1 uni_species=1 uni_global=1,Osat,ORYSJ,known_locus_species,species_confirmed,sequence_confirmed_match,1,2
LOC_Os04g33740,A,rice_locus_msu,,,matched,phytozome_gene_exact,1,1,Q0JDC5,INV2_ORYSJ,ORYSJ,sprot,Osat,LOC_Os04g33740.1,LOC_Os04g33740,597,true,Osat|LOC_Os04g33740.1|len=597 | Q0JDC5|INV2_ORYSJ|ORYSJ|sprot,phy=1 uni_species=1 uni_global=1,Osat,ORYSJ,known_locus_species,species_confirmed,sequence_confirmed_match,1,2
LOC_Os04g37619,A,rice_locus_msu,,,matched,phytozome_gene_exact,1,1,Q0JCU7,ZEP_ORYSJ,ORYSJ,sprot,Osat,LOC_Os04g37619.1,LOC_Os04g37619,659,true,Osat|LOC_Os04g37619.1|len=659 | Q0JCU7|ZEP_ORYSJ|ORYSJ|sprot,phy=1 uni_species=1 uni_global=1,Osat,ORYSJ,known_locus_species,species_confirmed,sequence_confirmed_match,1,2
LOC_Os04g38400,A,rice_locus_msu,,,matched,phytozome_gene_exact,1,1,,,,,Osat,LOC_Os04g38400.1,LOC_Os04g38400,445,true,Osat|LOC_Os04g38400.1|len=445,phy=1 uni_species=0 uni_global=0,Osat,ORYSJ,known_locus_species,species_confirmed,sequence_confirmed_match,0,1
LOC_Os04g51300.1,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC_Os04g52830,A,rice_locus_msu,,,matched,phytozome_gene_exact,1,1,,,,,Osat,LOC_Os04g52830.1,LOC_Os04g52830,455,true,Osat|LOC_Os04g52830.1|len=455,phy=1 uni_species=0 uni_global=0,Osat,ORYSJ,known_locus_species,species_confirmed,sequence_confirmed_match,0,1
LOC_Os05g12040,A,rice_locus_msu,,,matched,phytozome_gene_exact,1,1,,,,,Osat,LOC_Os05g12040.1,LOC_Os05g12040,500,true,Osat|LOC_Os05g12040.1|len=500,phy=1 uni_species=0 uni_global=0,Osat,ORYSJ,known_locus_species,species_confirmed,sequence_confirmed_match,0,1
LOC_Os05g188700,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOC_Os05g22920,A,rice_locus_msu,,,matched,phytozome_gene_exact,1,1,,,,,Osat,LOC_Os05g22920.1,LOC_Os05g22920,664,true,Osat|LOC_Os05g22920.1|len=664,phy=1 uni_species=0 uni_global=0,Osat,ORYSJ,known_locus_species,species_confirmed,sequence_confirmed_match,0,1
LOC_Os05g33130,A,rice_locus_msu,,,matched,phytozome_gene_exact,1,1,Q7DNA1,CHI2_ORYSJ,ORYSJ,sprot,Osat,LOC_Os05g33130.1,LOC_Os05g33130,340,true,Osat|LOC_Os05g33130.1|len=340 | Q7DNA1|CHI2_ORYSJ|ORYSJ|sprot,phy=1 uni_species=1 uni_global=1,Osat,ORYSJ,known_locus_species,species_confirmed,sequence_confirmed_match,1,2
LOC_Os05g40270,A,rice_locus_msu,,,matched,phytozome_gene_exact,1,1,,,,,Osat,LOC_Os05g40270.4,LOC_Os05g40270,952,true,Osat|LOC_Os05g40270.4|len=952,phy=1 uni_species=0 uni_global=0,Osat,ORYSJ,known_locus_species,species_confirmed,sequence_confirmed_match,0,1
LOC_Os05g43870,A,rice_locus_msu,,,matched,phytozome_gene_exact,1,1,,,,,Osat,LOC_Os05g43870.1,LOC_Os05g43870,424,true,Osat|LOC_Os05g43870.1|len=424,phy=1 uni_species=0 uni_global=0,Osat,ORYSJ,known_locus_species,species_confirmed,sequence_confirmed_match,0,1
LOC_Os05g46020,A,rice_locus_msu,,,matched,phytozome_gene_exact,1,1,,,,,Osat,LOC_Os05g46020.1,LOC_Os05g46020,221,true,Osat|LOC_Os05g46020.1|len=221,phy=1 uni_species=0 uni_global=0,Osat,ORYSJ,known_locus_species,species_confirmed,sequence_confirmed_match,0,1
LOC_Os06g03710,A,rice_locus_msu,,,matched,phytozome_gene_exact,1,1,Q9LWU9,DLT_ORYSJ,ORYSJ,sprot,Osat,LOC_Os06g03710.1,LOC_Os06g03710,617,true,Osat|LOC_Os06g03710.1|len=617 | Q9LWU9|DLT_ORYSJ|ORYSJ|sprot,phy=1 uni_species=1 uni_global=1,Osat,ORYSJ,known_locus_species,species_confirmed,sequence_confirmed_match,1,2
LOC_Os06g36670,A,rice_locus_msu,,,matched,phytozome_gene_exact,1,1,Q5Z8S0,PYL9_ORYSJ,ORYSJ,sprot,Osat,LOC_Os06g36670.1,LOC_Os06g36670,207,true,Osat|LOC_Os06g36670.1|len=207 | Q5Z8S0|PYL9_ORYSJ|ORYSJ|sprot,phy=1 uni_species=1 uni_global=1,Osat,ORYSJ,known_locus_species,species_confirmed,sequence_confirmed_match,1,2
LOC_Os06g38120,A,rice_locus_msu,,,matched,phytozome_gene_exact,1,1,,,,,Osat,LOC_Os06g38120.1,LOC_Os06g38120,511,true,Osat|LOC_Os06g38120.1|len=511,phy=1 uni_species=0 uni_global=0,Osat,ORYSJ,known_locus_species,species_confirmed,sequence_confirmed_match,0,1
LOC_Os06g41720,A,rice_locus_msu,,,matched,phytozome_gene_exact,1,1,,,,,Osat,LOC_Os06g41720.1,LOC_Os06g41720,161,true,Osat|LOC_Os06g41720.1|len=161,phy=1 uni_species=0 uni_global=0,Osat,ORYSJ,known_locus_species,species_confirmed,sequence_confirmed_match,0,1
LOC_Os06g48200,A,rice_locus_msu,,,matched,phytozome_gene_exact,1,1,,,,,Osat,LOC_Os06g48200.1,LOC_Os06g48200,290,true,Osat|LOC_Os06g48200.1|len=290,phy=1 uni_species=0 uni_global=0,Osat,ORYSJ,known_locus_species,species_confirmed,sequence_confirmed_match,0,1
LOC_Os07g31010,A,rice_locus_msu,,,matched,phytozome_gene_exact,1,1,,,,,Osat,LOC_Os07g31010.1,LOC_Os07g31010,229,true,Osat|LOC_Os07g31010.1|len=229,phy=1 uni_species=0 uni_global=0,Osat,ORYSJ,known_locus_species,species_confirmed,sequence_confirmed_match,0,1
LOC_Os07g34570,A,rice_locus_msu,,,matched,phytozome_gene_exact,1,1,Q7XXS4,THI1_ORYSJ,ORYSJ,sprot,Osat,LOC_Os07g34570.1,LOC_Os07g34570,355,true,Osat|LOC_Os07g34570.1|len=355 | Q7XXS4|THI1_ORYSJ|ORYSJ|sprot,phy=1 uni_species=1 uni_global=1,Osat,ORYSJ,known_locus_species,species_confirmed,sequence_confirmed_match,1,2
LOC_Os08g36920,A,rice_locus_msu,,,matched,phytozome_gene_exact,1,1,,,,,Osat,LOC_Os08g36920.1,LOC_Os08g36920,282,true,Osat|LOC_Os08g36920.1|len=282,phy=1 uni_species=0 uni_global=0,Osat,ORYSJ,known_locus_species,species_confirmed,sequence_confirmed_match,0,1
LOC_Os08g41030,A,rice_locus_msu,,,matched,phytozome_gene_exact,1,1,,,,,Osat,LOC_Os08g41030.1,LOC_Os08g41030,189,true,Osat|LOC_Os08g41030.1|len=189,phy=1 uni_species=0 uni_global=0,Osat,ORYSJ,known_locus_species,species_confirmed,sequence_confirmed_match,0,1
LOC_Os08g41720,A,rice_locus_msu,,,matched,phytozome_gene_exact,1,1,Q6ZIB5,PIN5C_ORYSJ,ORYSJ,sprot,Osat,LOC_Os08g41720.1,LOC_Os08g41720,357,true,Osat|LOC_Os08g41720.1|len=357 | Q6ZIB5|PIN5C_ORYSJ|ORYSJ|sprot,phy=1 uni_species=1 uni_global=1,Osat,ORYSJ,known_locus_species,species_confirmed,sequence_confirmed_match,1,2
LOC_Os09g15670,A,rice_locus_msu,,,matched,phytozome_gene_exact,1,1,Q0J2L7,P2C68_ORYSJ,ORYSJ,sprot,Osat,LOC_Os09g15670.1,LOC_Os09g15670,358,true,Osat|LOC_Os09g15670.1|len=358 | Q0J2L7|P2C68_ORYSJ|ORYSJ|sprot,phy=1 uni_species=1 uni_global=1,Osat,ORYSJ,known_locus_species,species_confirmed,sequence_confirmed_match,1,2
LOC_Os09g20390,A,rice_locus_msu,,,ambiguous,phytozome_gene_exact,1,2,Q6H5L4,TPP7_ORYSJ,ORYSJ,sprot,Osat,LOC_Os09g20390.1,LOC_Os09g20390,375,true,Osat|LOC_Os09g20390.1|len=375 | Q6H5L4|TPP7_ORYSJ|ORYSJ|sprot,phy=1 uni_species=1 uni_global=2,Osat,ORYSJ,known_locus_species,species_confirmed,sequence_confirmed_match,2,2
LOC_Os10g35500,A,rice_locus_msu,,,matched,phytozome_gene_exact,1,1,Q7XD19,Q7XD19_ORYSJ,ORYSJ,trembl,Osat,LOC_Os10g35500.1,LOC_Os10g35500,305,true,Osat|LOC_Os10g35500.1|len=305 | Q7XD19|Q7XD19_ORYSJ|ORYSJ|trembl,phy=1 uni_species=1 uni_global=1,Osat,ORYSJ,known_locus_species,species_confirmed,sequence_confirmed_match,1,2
LOC_Os10g37660,A,rice_locus_msu,,,ambiguous,phytozome_gene_exact,1,2,Q9FWC1,TRE_ORYSJ,ORYSJ,sprot,Osat,LOC_Os10g37660.1,LOC_Os10g37660,563,true,Osat|LOC_Os10g37660.1|len=563 | Q9FWC1|TRE_ORYSJ|ORYSJ|sprot,phy=1 uni_species=2 uni_global=2,Osat,ORYSJ,known_locus_species,species_confirmed,sequence_confirmed_match,2,3
LOC_Os10g38360,A,rice_locus_msu,,,matched,phytozome_gene_exact,1,1,Q945W6,Q945W6_ORYSJ,ORYSJ,trembl,Osat,LOC_Os10g38360.1,LOC_Os10g38360,233,true,Osat|LOC_Os10g38360.1|len=233 | Q945W6|Q945W6_ORYSJ|ORYSJ|trembl,phy=1 uni_species=1 uni_global=1,Osat,ORYSJ,known_locus_species,species_confirmed,sequence_confirmed_match,1,2
LOC_Os10g38740,A,rice_locus_msu,,,matched,phytozome_gene_exact,1,1,Q06398,GSTU6_ORYSJ,ORYSJ,sprot,Osat,LOC_Os10g38740.1,LOC_Os10g38740,236,true,Osat|LOC_Os10g38740.1|len=236 | Q06398|GSTU6_ORYSJ|ORYSJ|sprot,phy=1 uni_species=1 uni_global=1,Osat,ORYSJ,known_locus_species,species_confirmed,sequence_confirmed_match,1,2
LOC_Os10g41550,A,rice_locus_msu,,,matched,phytozome_gene_exact,1,1,Q9AY35,Q9AY35_ORYSJ,ORYSJ,trembl,Osat,LOC_Os10g41550.1,LOC_Os10g41550,544,true,Osat|LOC_Os10g41550.1|len=544 | Q9AY35|Q9AY35_ORYSJ|ORYSJ|trembl,phy=1 uni_species=1 uni_global=1,Osat,ORYSJ,known_locus_species,species_confirmed,sequence_confirmed_match,1,2
LOC_Os11g14950,A,rice_locus_msu,,,ambiguous,phytozome_gene_exact,1,2,Q2R7U1,Q2R7U1_ORYSJ,ORYSJ,trembl,Osat,LOC_Os11g14950.1,LOC_Os11g14950,476,true,Osat|LOC_Os11g14950.1|len=476 | Q2R7U1|Q2R7U1_ORYSJ|ORYSJ|trembl; Q53L28|Q53L28_ORYSJ|ORYSJ|trembl,phy=1 uni_species=2 uni_global=2,Osat,ORYSJ,known_locus_species,species_confirmed,sequence_confirmed_match,2,3
LOC_Os11g37050,A,rice_locus_msu,,,matched,phytozome_gene_exact,1,1,Q2R245,Q2R245_ORYSJ,ORYSJ,trembl,Osat,LOC_Os11g37050.1,LOC_Os11g37050,1420,true,Osat|LOC_Os11g37050.1|len=1420 | Q2R245|Q2R245_ORYSJ|ORYSJ|trembl,phy=1 uni_species=1 uni_global=1,Osat,ORYSJ,known_locus_species,species_confirmed,sequence_confirmed_match,1,2
LOC_Os11g38580,A,rice_locus_msu,,,matched,phytozome_gene_exact,1,1,Q2R1N9,Q2R1N9_ORYSJ,ORYSJ,trembl,Osat,LOC_Os11g38580.1,LOC_Os11g38580,1274,true,Osat|LOC_Os11g38580.1|len=1274 | Q2R1N9|Q2R1N9_ORYSJ|ORYSJ|trembl,phy=1 uni_species=1 uni_global=1,Osat,ORYSJ,known_locus_species,species_confirmed,sequence_confirmed_match,1,2
LOC_Os12g19530.1,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOCSAPK2,C,bare_gene_symbol,,,no_match,bare_symbol_uniprot,6,0,,,,,,,,,false,,,,,no_species_provided,no_species_provided,no_species_no_match,0,0
LOCSAPK3like,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOG,C,bare_gene_symbol,,,ambiguous,bare_symbol_uniprot,4,4,Q5ZC82,LOG_ORYSJ,ORYSJ,sprot,,,,,false,Q5ZC82|LOG_ORYSJ|ORYSJ|sprot,,,,no_species_provided,no_species_provided,multi_species_ambiguous,4,0
LOG proteins,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOG1,C,bare_gene_symbol,,,ambiguous,bare_symbol_uniprot,4,18,Q8RUN2,LOG1_ARATH,ARATH,sprot,,,,,false,Q8RUN2|LOG1_ARATH|ARATH|sprot,,,,no_species_provided,no_species_provided,multi_species_ambiguous,18,0
LOG5,C,bare_gene_symbol,,,ambiguous,bare_symbol_uniprot,4,3,Q8LBB7,LOG5_ARATH,ARATH,sprot,,,,,false,Q8LBB7|LOG5_ARATH|ARATH|sprot,,,,no_species_provided,no_species_provided,multi_species_ambiguous,3,0
LOG7,C,bare_gene_symbol,,,ambiguous,bare_symbol_uniprot,4,12,Q8GW29,LOG7_ARATH,ARATH,sprot,,,,,false,Q8GW29|LOG7_ARATH|ARATH|sprot,,,,no_species_provided,no_species_provided,multi_species_ambiguous,12,0
LOGs,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LoHDZ2,B,species_prefix_Lo,Lo,HDZ2,matched,species_prefixed_uniprot_symbol,3,1,A0A0A7DPA4,A0A0A7DPA4_CUNLA,CUNLA,trembl,,,,,false,A0A0A7DPA4|A0A0A7DPA4_CUNLA|CUNLA|trembl,prefix=Lo pcode=None mnemonic=None species_count=0 global_count=1,,,unknown_species_prefix,unknown_species_prefix,unknown_species_prefix_global_match,1,0
Lon protease homolog 2,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
lonely guy,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
