dataset_tier,entity,bucket,sub_type,final_match_category,final_confidence_label,final_confidence_score,uniprot_accession,uniprot_entry_name,uniprot_organism,uniprot_source_tier,phytozome_code,phytozome_gene_id,phytozome_base_gene_id,sequence_length,has_sequence,expected_phytozome_code,expected_uniprot_mnemonic,original_match_status,original_match_type,original_confidence_tier,ambiguity_count,matched_species_category,species_match_status,species_resolution_status,candidate_summary,notes
coverage,GmERF7,B,species_prefix_Gm,species_confirmed_uniprot,medium,70,H2D4C4,H2D4C4_SOYBN,SOYBN,trembl,,,,,false,Gmax,SOYBN,ambiguous,species_prefixed_uniprot_symbol,2,10,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,H2D4C4|H2D4C4_SOYBN|SOYBN|trembl,prefix=Gm pcode=Gmax mnemonic=SOYBN species_count=1 global_count=10
coverage,GmFAD2,B,species_prefix_Gm,species_confirmed_uniprot,medium,70,Q5FBA0,Q5FBA0_SOYBN,SOYBN,trembl,,,,,false,Gmax,SOYBN,ambiguous,species_prefixed_uniprot_symbol,3,175,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,Q5FBA0|Q5FBA0_SOYBN|SOYBN|trembl; B5LSX3|B5LSX3_SOYBN|SOYBN|trembl; A0A3G5AR86|A0A3G5AR86_SOYBN|SOYBN|trembl,prefix=Gm pcode=Gmax mnemonic=SOYBN species_count=3 global_count=175
coverage,GmGAMYB1,B,species_prefix_Gm,species_confirmed_uniprot,medium,70,I6LZP2,I6LZP2_SOYBN,SOYBN,trembl,,,,,false,Gmax,SOYBN,ambiguous,species_prefixed_uniprot_symbol,3,3,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,I6LZP2|I6LZP2_SOYBN|SOYBN|trembl; A0A0A7A5C5|A0A0A7A5C5_SOYBN|SOYBN|trembl; A0A0A7A5S6|A0A0A7A5S6_SOYBN|SOYBN|trembl,prefix=Gm pcode=Gmax mnemonic=SOYBN species_count=3 global_count=3
coverage,GmJAZ1,B,species_prefix_Gm,species_confirmed_uniprot,medium,75,C6TCZ5,JAZ1_SOYBN,SOYBN,sprot,,,,,false,Gmax,SOYBN,ambiguous,species_prefixed_uniprot_symbol,2,23,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,C6TCZ5|JAZ1_SOYBN|SOYBN|sprot,prefix=Gm pcode=Gmax mnemonic=SOYBN species_count=1 global_count=23
coverage,GmMYB118,B,species_prefix_Gm,species_confirmed_uniprot,medium,70,Q0PJJ0,Q0PJJ0_SOYBN,SOYBN,trembl,,,,,false,Gmax,SOYBN,ambiguous,species_prefixed_uniprot_symbol,2,6,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,Q0PJJ0|Q0PJJ0_SOYBN|SOYBN|trembl,prefix=Gm pcode=Gmax mnemonic=SOYBN species_count=1 global_count=6
coverage,GmMYB133,B,species_prefix_Gm,species_confirmed_uniprot,medium,70,Q0PJI6,Q0PJI6_SOYBN,SOYBN,trembl,,,,,false,Gmax,SOYBN,ambiguous,species_prefixed_uniprot_symbol,2,3,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,Q0PJI6|Q0PJI6_SOYBN|SOYBN|trembl,prefix=Gm pcode=Gmax mnemonic=SOYBN species_count=1 global_count=3
coverage,GmMYB176,B,species_prefix_Gm,species_confirmed_uniprot,medium,70,D8L1Z5,D8L1Z5_SOYBN,SOYBN,trembl,,,,,false,Gmax,SOYBN,ambiguous,species_prefixed_uniprot_symbol,3,2,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,D8L1Z5|D8L1Z5_SOYBN|SOYBN|trembl; Q0PJH8|Q0PJH8_SOYBN|SOYBN|trembl,prefix=Gm pcode=Gmax mnemonic=SOYBN species_count=2 global_count=2
coverage,GMP,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q6J1L7,Q6J1L7_SOLLC,SOLLC,trembl,,,,,false,,,ambiguous,bare_symbol_uniprot,4,22,multi_species_ambiguous,no_species_provided,no_species_provided,Q6J1L7|Q6J1L7_SOLLC|SOLLC|trembl; V9NC69|V9NC69_9FLOR|9FLOR|trembl; B6ZL91|B6ZL91_PRUPE|PRUPE|trembl; A0EJL9|A0EJL9_MALGL|MALGL|trembl; A0A6N2BZ28|A0A6N2BZ28_SOLCI|SOLCI|trembl,
coverage,GmSAT1,B,species_prefix_Gm,species_confirmed_uniprot,medium,70,O81348,O81348_SOYBN,SOYBN,trembl,,,,,false,Gmax,SOYBN,ambiguous,species_prefixed_uniprot_symbol,3,19,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,O81348|O81348_SOYBN|SOYBN|trembl; Q5MYA1|Q5MYA1_SOYBN|SOYBN|trembl,prefix=Gm pcode=Gmax mnemonic=SOYBN species_count=2 global_count=19
coverage,GmSOD1,B,species_prefix_Gm,species_confirmed_uniprot,medium,75,Q7M1R5,SODC_SOYBN,SOYBN,sprot,,,,,false,Gmax,SOYBN,ambiguous,species_prefixed_uniprot_symbol,2,31,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,Q7M1R5|SODC_SOYBN|SOYBN|sprot,prefix=Gm pcode=Gmax mnemonic=SOYBN species_count=1 global_count=31
coverage,GMT1,C,bare_gene_symbol,ambiguous_but_useful,medium,55,Q9LY62,GMT1_ARATH,ARATH,sprot,,,,,false,,,matched,bare_symbol_uniprot,3,1,multi_species_ambiguous,no_species_provided,no_species_provided,Q9LY62|GMT1_ARATH|ARATH|sprot,
coverage,GmWNK1,B,species_prefix_Gm,species_confirmed_uniprot,medium,70,C0M0P2,C0M0P2_SOYBN,SOYBN,trembl,,,,,false,Gmax,SOYBN,ambiguous,species_prefixed_uniprot_symbol,2,31,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,C0M0P2|C0M0P2_SOYBN|SOYBN|trembl,prefix=Gm pcode=Gmax mnemonic=SOYBN species_count=1 global_count=31
coverage,GmZEP,B,species_prefix_Gm,species_confirmed_uniprot,medium,70,E2GK53,E2GK53_SOYBN,SOYBN,trembl,,,,,false,Gmax,SOYBN,ambiguous,species_prefixed_uniprot_symbol,2,82,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,E2GK53|E2GK53_SOYBN|SOYBN|trembl,prefix=Gm pcode=Gmax mnemonic=SOYBN species_count=1 global_count=82
coverage,GmZFP3,B,species_prefix_Gm,species_confirmed_uniprot,medium,70,A0A059TA88,A0A059TA88_SOYBN,SOYBN,trembl,,,,,false,Gmax,SOYBN,ambiguous,species_prefixed_uniprot_symbol,2,21,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,A0A059TA88|A0A059TA88_SOYBN|SOYBN|trembl,prefix=Gm pcode=Gmax mnemonic=SOYBN species_count=1 global_count=21
coverage,GO1,C,bare_gene_symbol,ambiguous_but_useful,medium,55,A0A3L6E0R4,GOX1_MAIZE,MAIZE,sprot,,,,,false,,,matched,bare_symbol_uniprot,3,1,multi_species_ambiguous,no_species_provided,no_species_provided,A0A3L6E0R4|GOX1_MAIZE|MAIZE|sprot,
coverage,GOGAT,C,bare_gene_symbol,ambiguous_but_useful,low,40,A0A3Q8G2Y3,A0A3Q8G2Y3_WHEAT,WHEAT,trembl,,,,,false,,,ambiguous,bare_symbol_uniprot,4,13,multi_species_ambiguous,no_species_provided,no_species_provided,A0A3Q8G2Y3|A0A3Q8G2Y3_WHEAT|WHEAT|trembl; A0A6B7HEC3|A0A6B7HEC3_AEGTA|AEGTA|trembl; L0STW0|L0STW0_9DINO|9DINO|trembl; A0A6B7HD05|A0A6B7HD05_AEGSP|AEGSP|trembl; J7I3K0|J7I3K0_BETVU|BETVU|trembl,
coverage,GOLS1,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q9XGN4,GOLS1_AJURE,AJURE,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,39,multi_species_ambiguous,no_species_provided,no_species_provided,Q9XGN4|GOLS1_AJURE|AJURE|sprot; O22893|GOLS1_ARATH|ARATH|sprot; Q947G8|GOLS1_SOLLC|SOLLC|sprot,
coverage,GOR,C,bare_gene_symbol,ambiguous_but_useful,low,40,P80461,GSHRP_TOBAC,TOBAC,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,18,multi_species_ambiguous,no_species_provided,no_species_provided,P80461|GSHRP_TOBAC|TOBAC|sprot,
coverage,GORK,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q94A76,GORK_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,31,multi_species_ambiguous,no_species_provided,no_species_provided,Q94A76|GORK_ARATH|ARATH|sprot,
coverage,GOT,C,bare_gene_symbol,ambiguous_but_useful,medium,55,A0A455ZJC3,GOT_CANSA,CANSA,sprot,,,,,false,,,matched,bare_symbol_uniprot,3,1,multi_species_ambiguous,no_species_provided,no_species_provided,A0A455ZJC3|GOT_CANSA|CANSA|sprot,
coverage,GOX,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q10CE4,GLO1_ORYSJ,ORYSJ,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,19,multi_species_ambiguous,no_species_provided,no_species_provided,Q10CE4|GLO1_ORYSJ|ORYSJ|sprot,
coverage,GOX1,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q9LRS0,GLO2_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,7,multi_species_ambiguous,no_species_provided,no_species_provided,Q9LRS0|GLO2_ARATH|ARATH|sprot,
coverage,GOX2,C,bare_gene_symbol,ambiguous_but_useful,low,40,A0A292GAP9,A0A292GAP9_PHYNP,PHYNP,trembl,,,,,false,,,ambiguous,bare_symbol_uniprot,4,12,multi_species_ambiguous,no_species_provided,no_species_provided,A0A292GAP9|A0A292GAP9_PHYNP|PHYNP|trembl; A0A292GAG8|A0A292GAG8_PHYCU|PHYCU|trembl; A0A292G420|A0A292G420_9ERIC|9ERIC|trembl; A0A292GBL8|A0A292GBL8_9ERIC|9ERIC|trembl; R1D6E2|R1D6E2_EMIHU|EMIHU|trembl,
coverage,GOX3,C,bare_gene_symbol,ambiguous_but_useful,low,40,O49506,GLO5_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,2,multi_species_ambiguous,no_species_provided,no_species_provided,O49506|GLO5_ARATH|ARATH|sprot,
coverage,GP78,C,bare_gene_symbol,ambiguous_but_useful,medium,55,A0A061R5K0,A0A061R5K0_9CHLO,9CHLO,trembl,,,,,false,,,matched,bare_symbol_uniprot,3,1,multi_species_ambiguous,no_species_provided,no_species_provided,A0A061R5K0|A0A061R5K0_9CHLO|9CHLO|trembl,
coverage,GPA1,C,bare_gene_symbol,ambiguous_but_useful,low,40,P09315,G3PA_MAIZE,MAIZE,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,215,multi_species_ambiguous,no_species_provided,no_species_provided,P09315|G3PA_MAIZE|MAIZE|sprot; P12858|G3PA_PEA|PEA|sprot; P19866|G3PA_SPIOL|SPIOL|sprot; P18064|GPA1_ARATH|ARATH|sprot; P49082|GPA1_LOTJA|LOTJA|sprot,
coverage,GPAT,C,bare_gene_symbol,ambiguous_but_useful,low,40,P30706,PLSB_PEA,PEA,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,114,multi_species_ambiguous,no_species_provided,no_species_provided,P30706|PLSB_PEA|PEA|sprot,
coverage,GPAT2,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q9FZ22,GPAT2_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,10,multi_species_ambiguous,no_species_provided,no_species_provided,Q9FZ22|GPAT2_ARATH|ARATH|sprot,
coverage,GPAT4,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q9LMM0,GPAT4_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,8,multi_species_ambiguous,no_species_provided,no_species_provided,Q9LMM0|GPAT4_ARATH|ARATH|sprot,
coverage,GPAT5,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q9CAY3,GPAT5_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,8,multi_species_ambiguous,no_species_provided,no_species_provided,Q9CAY3|GPAT5_ARATH|ARATH|sprot,
coverage,GPAT6,C,bare_gene_symbol,ambiguous_but_useful,low,40,O80437,GPAT6_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,19,multi_species_ambiguous,no_species_provided,no_species_provided,O80437|GPAT6_ARATH|ARATH|sprot,
coverage,GPAT8,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q5XF03,GPAT8_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,5,multi_species_ambiguous,no_species_provided,no_species_provided,Q5XF03|GPAT8_ARATH|ARATH|sprot,
coverage,GPAT9,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q8GWG0,GPAT9_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,9,multi_species_ambiguous,no_species_provided,no_species_provided,Q8GWG0|GPAT9_ARATH|ARATH|sprot,
coverage,GPDH,C,bare_gene_symbol,ambiguous_but_useful,low,40,P52425,GPDA_CUPLA,CUPLA,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,13,multi_species_ambiguous,no_species_provided,no_species_provided,P52425|GPDA_CUPLA|CUPLA|sprot,
coverage,GPI,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q6XPA7,Q6XPA7_PHYIN,PHYIN,trembl,,,,,false,,,ambiguous,bare_symbol_uniprot,4,73,multi_species_ambiguous,no_species_provided,no_species_provided,Q6XPA7|Q6XPA7_PHYIN|PHYIN|trembl; Q84NE6|Q84NE6_PHYIN|PHYIN|trembl; A0A140YWN3|A0A140YWN3_PHYNI|PHYNI|trembl; A0A140YWN0|A0A140YWN0_PHYNI|PHYNI|trembl; J7ETG2|J7ETG2_PSECC|PSECC|trembl,
coverage,GPOX,C,bare_gene_symbol,ambiguous_but_useful,medium,55,U5IC21,U5IC21_TRIRP,TRIRP,trembl,,,,,false,,,matched,bare_symbol_uniprot,3,1,multi_species_ambiguous,no_species_provided,no_species_provided,U5IC21|U5IC21_TRIRP|TRIRP|trembl,
coverage,GPP,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q8VZD4,DEG15_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,34,multi_species_ambiguous,no_species_provided,no_species_provided,Q8VZD4|DEG15_ARATH|ARATH|sprot,
coverage,GPP1,C,bare_gene_symbol,ambiguous_but_useful,low,40,F4JTE7,GPP1_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,11,multi_species_ambiguous,no_species_provided,no_species_provided,F4JTE7|GPP1_ARATH|ARATH|sprot,
coverage,GPP2,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q8VZP1,GPP2_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,6,multi_species_ambiguous,no_species_provided,no_species_provided,Q8VZP1|GPP2_ARATH|ARATH|sprot,
coverage,GPPS,C,bare_gene_symbol,ambiguous_but_useful,low,40,A0A251V4B7,A0A251V4B7_HELAN,HELAN,trembl,,,,,false,,,ambiguous,bare_symbol_uniprot,4,22,multi_species_ambiguous,no_species_provided,no_species_provided,A0A251V4B7|A0A251V4B7_HELAN|HELAN|trembl; H6VLF3|H6VLF3_SALMI|SALMI|trembl; B2MV87|B2MV87_CATRO|CATRO|trembl; B0ZSJ5|B0ZSJ5_SOYBN|SOYBN|trembl; A0A0G3BAG5|A0A0G3BAG5_PAELC|PAELC|trembl,
coverage,GPRI1,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q9SIV3,GLK1_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,4,multi_species_ambiguous,no_species_provided,no_species_provided,Q9SIV3|GLK1_ARATH|ARATH|sprot,
coverage,GPRP,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q39115,Q39115_ARATH,ARATH,trembl,,,,,false,,,ambiguous,bare_symbol_uniprot,4,2,multi_species_ambiguous,no_species_provided,no_species_provided,Q39115|Q39115_ARATH|ARATH|trembl; E9RJK3|E9RJK3_VICFA|VICFA|trembl,
coverage,GPT,C,bare_gene_symbol,ambiguous_but_useful,low,40,A0A251TEG2,A0A251TEG2_HELAN,HELAN,trembl,,,,,false,,,ambiguous,bare_symbol_uniprot,4,79,multi_species_ambiguous,no_species_provided,no_species_provided,A0A251TEG2|A0A251TEG2_HELAN|HELAN|trembl; A1XH58|A1XH58_TRITI|TRITI|trembl; A1XH47|A1XH47_TRITI|TRITI|trembl; A1X6Q2|A1X6Q2_TRIDC|TRIDC|trembl; A1X6L2|A1X6L2_TRIDC|TRIDC|trembl,
coverage,GPT1,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q9M5A9,GPT1_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,18,multi_species_ambiguous,no_species_provided,no_species_provided,Q9M5A9|GPT1_ARATH|ARATH|sprot,
coverage,GPX,C,bare_gene_symbol,ambiguous_but_useful,low,40,P83564,GPX1_CHLRE,CHLRE,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,63,multi_species_ambiguous,no_species_provided,no_species_provided,P83564|GPX1_CHLRE|CHLRE|sprot,
coverage,GPX1,C,bare_gene_symbol,ambiguous_but_useful,low,40,P52032,GPX1_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,36,multi_species_ambiguous,no_species_provided,no_species_provided,P52032|GPX1_ARATH|ARATH|sprot; O48646|GPX6_ARATH|ARATH|sprot,
coverage,GPX2,C,bare_gene_symbol,ambiguous_but_useful,low,40,O04922,GPX2_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,22,multi_species_ambiguous,no_species_provided,no_species_provided,O04922|GPX2_ARATH|ARATH|sprot,
coverage,GPX4,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q8L910,GPX4_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,22,multi_species_ambiguous,no_species_provided,no_species_provided,Q8L910|GPX4_ARATH|ARATH|sprot,
coverage,GPX5,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q9LYB4,GPX5_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,16,multi_species_ambiguous,no_species_provided,no_species_provided,Q9LYB4|GPX5_ARATH|ARATH|sprot; O22448|GPX5_CHLRE|CHLRE|sprot,
coverage,GPX6,C,bare_gene_symbol,ambiguous_but_useful,low,40,O48646,GPX6_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,5,multi_species_ambiguous,no_species_provided,no_species_provided,O48646|GPX6_ARATH|ARATH|sprot,
coverage,GPX7,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q9SZ54,GPX7_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,8,multi_species_ambiguous,no_species_provided,no_species_provided,Q9SZ54|GPX7_ARATH|ARATH|sprot,
coverage,GR1,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q9LSV0,GLYR1_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,44,multi_species_ambiguous,no_species_provided,no_species_provided,Q9LSV0|GLYR1_ARATH|ARATH|sprot; Q9ZRT1|GR1_ARATH|ARATH|sprot; O04955|GSHRC_BRARP|BRARP|sprot; Q8VYX0|ILL6_ARATH|ARATH|sprot,
coverage,GR2,C,bare_gene_symbol,ambiguous_but_useful,low,40,F4I907,GLYR2_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,9,multi_species_ambiguous,no_species_provided,no_species_provided,F4I907|GLYR2_ARATH|ARATH|sprot,
coverage,GR3,C,bare_gene_symbol,ambiguous_but_useful,medium,55,A0A2I6PN28,A0A2I6PN28_ROSHC,ROSHC,trembl,,,,,false,,,matched,bare_symbol_uniprot,3,1,multi_species_ambiguous,no_species_provided,no_species_provided,A0A2I6PN28|A0A2I6PN28_ROSHC|ROSHC|trembl,
coverage,GRAM,C,bare_gene_symbol,ambiguous_but_useful,medium,55,Q6SS00,Q6SS00_ANTMA,ANTMA,trembl,,,,,false,,,matched,bare_symbol_uniprot,3,1,multi_species_ambiguous,no_species_provided,no_species_provided,Q6SS00|Q6SS00_ANTMA|ANTMA|trembl,
coverage,GRAS,C,bare_gene_symbol,ambiguous_but_useful,low,40,A0A2I6TEV1,A0A2I6TEV1_9ROSA,9ROSA,trembl,,,,,false,,,ambiguous,bare_symbol_uniprot,4,8,multi_species_ambiguous,no_species_provided,no_species_provided,A0A2I6TEV1|A0A2I6TEV1_9ROSA|9ROSA|trembl; A0A8A9A2M6|A0A8A9A2M6_PAELC|PAELC|trembl; A0A2I6TES0|A0A2I6TES0_9ROSA|9ROSA|trembl; R9R642|R9R642_9FABA|9FABA|trembl; A0A2S1P7T6|A0A2S1P7T6_TOBAC|TOBAC|trembl,
coverage,GRAS82,C,bare_gene_symbol,ambiguous_but_useful,medium,55,K7TQL6,K7TQL6_MAIZE,MAIZE,trembl,,,,,false,,,matched,bare_symbol_uniprot,3,1,multi_species_ambiguous,no_species_provided,no_species_provided,K7TQL6|K7TQL6_MAIZE|MAIZE|trembl,
coverage,GRF,C,bare_gene_symbol,ambiguous_but_useful,low,40,B3U2C2,B3U2C2_CUCSA,CUCSA,trembl,,,,,false,,,ambiguous,bare_symbol_uniprot,4,5,multi_species_ambiguous,no_species_provided,no_species_provided,B3U2C2|B3U2C2_CUCSA|CUCSA|trembl; R9R658|R9R658_9FABA|9FABA|trembl; M4T4B6|M4T4B6_ARAHY|ARAHY|trembl; A0A385JIA0|A0A385JIA0_POPTO|POPTO|trembl; O49082|O49082_FRIAG|FRIAG|trembl,
coverage,GRF5,C,bare_gene_symbol,ambiguous_but_useful,low,40,P42645,14335_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,15,multi_species_ambiguous,no_species_provided,no_species_provided,P42645|14335_ARATH|ARATH|sprot; Q8L8A6|GRF5_ARATH|ARATH|sprot; Q6AWY4|GRF5_ORYSJ|ORYSJ|sprot,
coverage,GRP,C,bare_gene_symbol,ambiguous_but_useful,low,40,P17816,GRP1_HORVU,HORVU,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,22,multi_species_ambiguous,no_species_provided,no_species_provided,P17816|GRP1_HORVU|HORVU|sprot; P23137|GRP1_TOBAC|TOBAC|sprot,
coverage,GRP8,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q03251,RBG8_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,7,multi_species_ambiguous,no_species_provided,no_species_provided,Q03251|RBG8_ARATH|ARATH|sprot,
coverage,GRPL1,C,bare_gene_symbol,ambiguous_but_useful,medium,55,Q8VWN8,Q8VWN8_GOSHI,GOSHI,trembl,,,,,false,,,matched,bare_symbol_uniprot,3,1,multi_species_ambiguous,no_species_provided,no_species_provided,Q8VWN8|Q8VWN8_GOSHI|GOSHI|trembl,
coverage,GRR1,C,bare_gene_symbol,ambiguous_but_useful,low,40,A0A061RAU3,A0A061RAU3_9CHLO,9CHLO,trembl,,,,,false,,,ambiguous,bare_symbol_uniprot,4,2,multi_species_ambiguous,no_species_provided,no_species_provided,A0A061RAU3|A0A061RAU3_9CHLO|9CHLO|trembl; O22512|O22512_SOYBN|SOYBN|trembl,
coverage,GRX,C,bare_gene_symbol,ambiguous_but_useful,low,40,V9GZ94,V9GZ94_CHLSO,CHLSO,trembl,,,,,false,,,ambiguous,bare_symbol_uniprot,4,32,multi_species_ambiguous,no_species_provided,no_species_provided,V9GZ94|V9GZ94_CHLSO|CHLSO|trembl; F6I5T2|F6I5T2_VITVI|VITVI|trembl; F5C0G4|F5C0G4_SOLCH|SOLCH|trembl; A0A6C0W3C0|A0A6C0W3C0_PALDE|PALDE|trembl; A0A4D6BKH5|A0A4D6BKH5_9FLOR|9FLOR|trembl,
coverage,GRX480,C,bare_gene_symbol,ambiguous_but_useful,medium,55,Q9SGP6,GRXC9_ARATH,ARATH,sprot,,,,,false,,,matched,bare_symbol_uniprot,3,1,multi_species_ambiguous,no_species_provided,no_species_provided,Q9SGP6|GRXC9_ARATH|ARATH|sprot,
coverage,GRXC1,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q8L8T2,GRXC1_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,17,multi_species_ambiguous,no_species_provided,no_species_provided,Q8L8T2|GRXC1_ARATH|ARATH|sprot; Q7G8Y5|GRXC1_ORYSJ|ORYSJ|sprot,
coverage,GRXC15,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q2QP86,GRC15_ORYSJ,ORYSJ,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,2,multi_species_ambiguous,no_species_provided,no_species_provided,Q2QP86|GRC15_ORYSJ|ORYSJ|sprot,
coverage,GRXC9,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q9SGP6,GRXC9_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,9,multi_species_ambiguous,no_species_provided,no_species_provided,Q9SGP6|GRXC9_ARATH|ARATH|sprot; Q7XIZ1|GRXC9_ORYSJ|ORYSJ|sprot,
coverage,GS1,C,bare_gene_symbol,ambiguous_but_useful,low,40,P08282,GLNA1_PEA,PEA,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,41,multi_species_ambiguous,no_species_provided,no_species_provided,P08282|GLNA1_PEA|PEA|sprot; P51118|GLNA1_VITVI|VITVI|sprot; P51119|GLNA2_VITVI|VITVI|sprot; Q43785|GLNA3_MEDSA|MEDSA|sprot; Q8VZP1|GPP2_ARATH|ARATH|sprot,
coverage,GS2,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q9XQ94,GLNA2_MEDSA,MEDSA,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,37,multi_species_ambiguous,no_species_provided,no_species_provided,Q9XQ94|GLNA2_MEDSA|MEDSA|sprot; P08281|GLNA2_PEA|PEA|sprot; Q6ZIK5|GRF4_ORYSJ|ORYSJ|sprot,
coverage,GS3,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q2I0E2,Q2I0E2_ORYSI,ORYSI,trembl,,,,,false,,,ambiguous,bare_symbol_uniprot,4,20,multi_species_ambiguous,no_species_provided,no_species_provided,Q2I0E2|Q2I0E2_ORYSI|ORYSI|trembl; C6L688|C6L688_ORYSI|ORYSI|trembl; C6L6A0|C6L6A0_ORYSI|ORYSI|trembl; C6L6D8|C6L6D8_ORYSJ|ORYSJ|trembl; C6L686|C6L686_ORYSJ|ORYSJ|trembl,
coverage,GSA,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q85WB7,GSA_BRANA,BRANA,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,20,multi_species_ambiguous,no_species_provided,no_species_provided,Q85WB7|GSA_BRANA|BRANA|sprot; Q39566|GSA_CHLRE|CHLRE|sprot; P18492|GSA_HORVU|HORVU|sprot; Q6YZE2|GSA_ORYSJ|ORYSJ|sprot; P45621|GSA_SOYBN|SOYBN|sprot,
coverage,GSA1,C,bare_gene_symbol,ambiguous_but_useful,low,40,P42799,GSA1_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,10,multi_species_ambiguous,no_species_provided,no_species_provided,P42799|GSA1_ARATH|ARATH|sprot; P45621|GSA_SOYBN|SOYBN|sprot,
