protein_json_id,entity,full_json_path,best_only_json_path,dataset_membership,has_sequence,sequence_ref,match_count,best_match_category
protein_014133,NAC transcription factor family,outputs/json_dataset/full/protein_014133.json,outputs/json_dataset/best_only/protein_014133.json,unresolved,false,,0,descriptive_deferred
protein_014134,NAC transcription factors,outputs/json_dataset/full/protein_014134.json,outputs/json_dataset/best_only/protein_014134.json,unresolved,false,,0,descriptive_deferred
protein_014135,NAC002,outputs/json_dataset/full/protein_014135.json,outputs/json_dataset/best_only/protein_014135.json,coverage,false,,2,ambiguous_but_useful
protein_014136,NAC019,outputs/json_dataset/full/protein_014136.json,outputs/json_dataset/best_only/protein_014136.json,coverage,false,,1,ambiguous_but_useful
protein_014137,NAC019-A1,outputs/json_dataset/full/protein_014137.json,outputs/json_dataset/best_only/protein_014137.json,unresolved,false,,0,descriptive_deferred
protein_014138,NAC062,outputs/json_dataset/full/protein_014138.json,outputs/json_dataset/best_only/protein_014138.json,coverage,false,,1,ambiguous_but_useful
protein_014139,NAC1,outputs/json_dataset/full/protein_014139.json,outputs/json_dataset/best_only/protein_014139.json,coverage,false,,2,ambiguous_but_useful
protein_014140,NAC2,outputs/json_dataset/full/protein_014140.json,outputs/json_dataset/best_only/protein_014140.json,coverage,false,,5,ambiguous_but_useful
protein_014141,Nac2 protein,outputs/json_dataset/full/protein_014141.json,outputs/json_dataset/best_only/protein_014141.json,unresolved,false,,0,descriptive_deferred
protein_014142,NAC29,outputs/json_dataset/full/protein_014142.json,outputs/json_dataset/best_only/protein_014142.json,coverage,false,,1,ambiguous_but_useful
protein_014143,NAC56,outputs/json_dataset/full/protein_014143.json,outputs/json_dataset/best_only/protein_014143.json,coverage,false,,3,ambiguous_but_useful
protein_014144,NAC72,outputs/json_dataset/full/protein_014144.json,outputs/json_dataset/best_only/protein_014144.json,coverage,false,,5,ambiguous_but_useful
protein_014145,NaCl-inducible genes,outputs/json_dataset/full/protein_014145.json,outputs/json_dataset/best_only/protein_014145.json,unresolved,false,,0,descriptive_deferred
protein_014146,NACs,outputs/json_dataset/full/protein_014146.json,outputs/json_dataset/best_only/protein_014146.json,unresolved,false,,0,descriptive_deferred
protein_014147,NAD gene family,outputs/json_dataset/full/protein_014147.json,outputs/json_dataset/best_only/protein_014147.json,unresolved,false,,0,descriptive_deferred
protein_014148,NAD kinase,outputs/json_dataset/full/protein_014148.json,outputs/json_dataset/best_only/protein_014148.json,unresolved,false,,0,descriptive_deferred
protein_014149,NAD synthetase,outputs/json_dataset/full/protein_014149.json,outputs/json_dataset/best_only/protein_014149.json,unresolved,false,,0,descriptive_deferred
protein_014150,NAD transporter,outputs/json_dataset/full/protein_014150.json,outputs/json_dataset/best_only/protein_014150.json,unresolved,false,,0,descriptive_deferred
protein_014151,NAD(H) dehydrogenases,outputs/json_dataset/full/protein_014151.json,outputs/json_dataset/best_only/protein_014151.json,unresolved,false,,0,descriptive_deferred
protein_014152,NAD(P) binding rossmann-fold superfamily proteins,outputs/json_dataset/full/protein_014152.json,outputs/json_dataset/best_only/protein_014152.json,unresolved,false,,0,descriptive_deferred
protein_014153,NAD(P)(H)-dependent oxidoreductases,outputs/json_dataset/full/protein_014153.json,outputs/json_dataset/best_only/protein_014153.json,unresolved,false,,0,descriptive_deferred
protein_014154,NAD(P)-linked oxidoreductases,outputs/json_dataset/full/protein_014154.json,outputs/json_dataset/best_only/protein_014154.json,unresolved,false,,0,descriptive_deferred
protein_014155,NAD(P)-MALATE DEHYDROGENASE,outputs/json_dataset/full/protein_014155.json,outputs/json_dataset/best_only/protein_014155.json,unresolved,false,,0,descriptive_deferred
protein_014156,NAD(P)H dehydrogenase,outputs/json_dataset/full/protein_014156.json,outputs/json_dataset/best_only/protein_014156.json,unresolved,false,,0,descriptive_deferred
protein_014157,NAD(P)H dehydrogenase (quinone),outputs/json_dataset/full/protein_014157.json,outputs/json_dataset/best_only/protein_014157.json,unresolved,false,,0,descriptive_deferred
protein_014158,NAD(P)H dehydrogenase complex,outputs/json_dataset/full/protein_014158.json,outputs/json_dataset/best_only/protein_014158.json,unresolved,false,,0,descriptive_deferred
protein_014159,NAD(P)H oxidase,outputs/json_dataset/full/protein_014159.json,outputs/json_dataset/best_only/protein_014159.json,unresolved,false,,0,descriptive_deferred
protein_014160,NAD(P)H oxidases,outputs/json_dataset/full/protein_014160.json,outputs/json_dataset/best_only/protein_014160.json,unresolved,false,,0,descriptive_deferred
protein_014161,NAD(P)H-dependent glyceraldehyde-3-phosphate dehydrogenase,outputs/json_dataset/full/protein_014161.json,outputs/json_dataset/best_only/protein_014161.json,unresolved,false,,0,descriptive_deferred
protein_014162,NAD(P)H-dependent oxidase,outputs/json_dataset/full/protein_014162.json,outputs/json_dataset/best_only/protein_014162.json,unresolved,false,,0,descriptive_deferred
protein_014163,NAD(P)H: oxygen oxidoreducase,outputs/json_dataset/full/protein_014163.json,outputs/json_dataset/best_only/protein_014163.json,unresolved,false,,0,descriptive_deferred
protein_014164,NAD+-dependent MDHs,outputs/json_dataset/full/protein_014164.json,outputs/json_dataset/best_only/protein_014164.json,unresolved,false,,0,descriptive_deferred
protein_014165,NAD-dependent,outputs/json_dataset/full/protein_014165.json,outputs/json_dataset/best_only/protein_014165.json,unresolved,false,,0,descriptive_deferred
protein_014166,NAD-dependent enzymes,outputs/json_dataset/full/protein_014166.json,outputs/json_dataset/best_only/protein_014166.json,unresolved,false,,0,descriptive_deferred
protein_014167,NAD-dependent epimerase/dehydratase family protein,outputs/json_dataset/full/protein_014167.json,outputs/json_dataset/best_only/protein_014167.json,unresolved,false,,0,descriptive_deferred
protein_014168,NAD-dependent isocitrate dehydrogenase,outputs/json_dataset/full/protein_014168.json,outputs/json_dataset/best_only/protein_014168.json,unresolved,false,,0,descriptive_deferred
protein_014169,NAD-dependent malate dehydrogenase,outputs/json_dataset/full/protein_014169.json,outputs/json_dataset/best_only/protein_014169.json,unresolved,false,,0,descriptive_deferred
protein_014170,NAD-dependent malic enzyme,outputs/json_dataset/full/protein_014170.json,outputs/json_dataset/best_only/protein_014170.json,unresolved,false,,0,descriptive_deferred
protein_014171,NAD-dependent malic enzyme 2,outputs/json_dataset/full/protein_014171.json,outputs/json_dataset/best_only/protein_014171.json,unresolved,false,,0,descriptive_deferred
protein_014172,NAD-dependent MDH,outputs/json_dataset/full/protein_014172.json,outputs/json_dataset/best_only/protein_014172.json,unresolved,false,,0,descriptive_deferred
protein_014173,NAD-GDH,outputs/json_dataset/full/protein_014173.json,outputs/json_dataset/best_only/protein_014173.json,unresolved,false,,0,descriptive_deferred
protein_014174,NAD-malate dehydrogenase,outputs/json_dataset/full/protein_014174.json,outputs/json_dataset/best_only/protein_014174.json,unresolved,false,,0,descriptive_deferred
protein_014175,NAD-MALIC ENZYME,outputs/json_dataset/full/protein_014175.json,outputs/json_dataset/best_only/protein_014175.json,unresolved,false,,0,descriptive_deferred
protein_014176,NAD-MDH,outputs/json_dataset/full/protein_014176.json,outputs/json_dataset/best_only/protein_014176.json,unresolved,false,,0,descriptive_deferred
protein_014177,NAD-ME,outputs/json_dataset/full/protein_014177.json,outputs/json_dataset/best_only/protein_014177.json,unresolved,false,,0,descriptive_deferred
protein_014178,NAD-specific GDHs,outputs/json_dataset/full/protein_014178.json,outputs/json_dataset/best_only/protein_014178.json,unresolved,false,,0,descriptive_deferred
protein_014179,NAD-specific glutamate dehydrogenase,outputs/json_dataset/full/protein_014179.json,outputs/json_dataset/best_only/protein_014179.json,unresolved,false,,0,descriptive_deferred
protein_014180,NAD/FAD binding domain,outputs/json_dataset/full/protein_014180.json,outputs/json_dataset/best_only/protein_014180.json,unresolved,false,,0,descriptive_deferred
protein_014181,nad1,outputs/json_dataset/full/protein_014181.json,outputs/json_dataset/best_only/protein_014181.json,unresolved,false,,0,descriptive_deferred
protein_014182,nad2,outputs/json_dataset/full/protein_014182.json,outputs/json_dataset/best_only/protein_014182.json,unresolved,false,,0,descriptive_deferred
protein_014183,NAD_5_Binding,outputs/json_dataset/full/protein_014183.json,outputs/json_dataset/best_only/protein_014183.json,unresolved,false,,0,descriptive_deferred
protein_014184,NADAR,outputs/json_dataset/full/protein_014184.json,outputs/json_dataset/best_only/protein_014184.json,unresolved,false,,0,no_species_no_match
protein_014185,NADH dehydrogenase,outputs/json_dataset/full/protein_014185.json,outputs/json_dataset/best_only/protein_014185.json,unresolved,false,,0,descriptive_deferred
protein_014186,NADH dehydrogenase 2,outputs/json_dataset/full/protein_014186.json,outputs/json_dataset/best_only/protein_014186.json,unresolved,false,,0,descriptive_deferred
protein_014187,NADH dehydrogenase genes,outputs/json_dataset/full/protein_014187.json,outputs/json_dataset/best_only/protein_014187.json,unresolved,false,,0,descriptive_deferred
protein_014188,NADH dehydrogenase subunit 2,outputs/json_dataset/full/protein_014188.json,outputs/json_dataset/best_only/protein_014188.json,unresolved,false,,0,descriptive_deferred
protein_014189,NADH dehydrogenase subunit 9,outputs/json_dataset/full/protein_014189.json,outputs/json_dataset/best_only/protein_014189.json,unresolved,false,,0,descriptive_deferred
protein_014190,NADH dehydrogenases,outputs/json_dataset/full/protein_014190.json,outputs/json_dataset/best_only/protein_014190.json,unresolved,false,,0,descriptive_deferred
protein_014191,NADH ubiquinone oxidoreductase,outputs/json_dataset/full/protein_014191.json,outputs/json_dataset/best_only/protein_014191.json,unresolved,false,,0,descriptive_deferred
protein_014192,NADH ubiquinone oxidoreductases,outputs/json_dataset/full/protein_014192.json,outputs/json_dataset/best_only/protein_014192.json,unresolved,false,,0,descriptive_deferred
protein_014193,NADH-dependent cytochrome b5 reductase,outputs/json_dataset/full/protein_014193.json,outputs/json_dataset/best_only/protein_014193.json,unresolved,false,,0,descriptive_deferred
protein_014194,NADH-glutamate synthase,outputs/json_dataset/full/protein_014194.json,outputs/json_dataset/best_only/protein_014194.json,unresolved,false,,0,descriptive_deferred
protein_014195,NADH-GOGAT,outputs/json_dataset/full/protein_014195.json,outputs/json_dataset/best_only/protein_014195.json,unresolved,false,,0,descriptive_deferred
protein_014196,NADH-ubiquinone oxidoreductase,outputs/json_dataset/full/protein_014196.json,outputs/json_dataset/best_only/protein_014196.json,unresolved,false,,0,descriptive_deferred
protein_014197,NaDH29,outputs/json_dataset/full/protein_014197.json,outputs/json_dataset/best_only/protein_014197.json,unresolved,false,,1,unknown_species_prefix_global_match
protein_014198,NADH: ubiquinone oxidoreductase,outputs/json_dataset/full/protein_014198.json,outputs/json_dataset/best_only/protein_014198.json,unresolved,false,,0,descriptive_deferred
protein_014199,NADH:plastoquinone dehydrogenase,outputs/json_dataset/full/protein_014199.json,outputs/json_dataset/best_only/protein_014199.json,unresolved,false,,0,descriptive_deferred
protein_014200,NADH:plastoquinone dehydrogenase complex,outputs/json_dataset/full/protein_014200.json,outputs/json_dataset/best_only/protein_014200.json,unresolved,false,,0,descriptive_deferred
protein_014201,NADH:ubiquinone oxidoreductase,outputs/json_dataset/full/protein_014201.json,outputs/json_dataset/best_only/protein_014201.json,unresolved,false,,0,descriptive_deferred
protein_014202,NADK3,outputs/json_dataset/full/protein_014202.json,outputs/json_dataset/best_only/protein_014202.json,coverage,false,,1,ambiguous_but_useful
protein_014203,NADP enzymes,outputs/json_dataset/full/protein_014203.json,outputs/json_dataset/best_only/protein_014203.json,unresolved,false,,0,descriptive_deferred
protein_014204,NADP malic enzyme,outputs/json_dataset/full/protein_014204.json,outputs/json_dataset/best_only/protein_014204.json,unresolved,false,,0,descriptive_deferred
protein_014205,NADP oxidase,outputs/json_dataset/full/protein_014205.json,outputs/json_dataset/best_only/protein_014205.json,unresolved,false,,0,descriptive_deferred
protein_014206,NADP+ dependent form,outputs/json_dataset/full/protein_014206.json,outputs/json_dataset/best_only/protein_014206.json,unresolved,false,,0,descriptive_deferred
protein_014207,NADP+-dependent isocitrate dehydrogenase,outputs/json_dataset/full/protein_014207.json,outputs/json_dataset/best_only/protein_014207.json,unresolved,false,,0,descriptive_deferred
protein_014208,NADP+-dependent MDH,outputs/json_dataset/full/protein_014208.json,outputs/json_dataset/best_only/protein_014208.json,unresolved,false,,0,descriptive_deferred
protein_014209,NADP-dependent,outputs/json_dataset/full/protein_014209.json,outputs/json_dataset/best_only/protein_014209.json,unresolved,false,,0,descriptive_deferred
protein_014210,NADP-dependent D-sorbitol-6-phosphate dehydrogenase,outputs/json_dataset/full/protein_014210.json,outputs/json_dataset/best_only/protein_014210.json,unresolved,false,,0,descriptive_deferred
protein_014211,NADP-dependent D-sorbitol-6-phosphate dehydrogenase-like protein,outputs/json_dataset/full/protein_014211.json,outputs/json_dataset/best_only/protein_014211.json,unresolved,false,,0,descriptive_deferred
protein_014212,NADP-dependent enzymes,outputs/json_dataset/full/protein_014212.json,outputs/json_dataset/best_only/protein_014212.json,unresolved,false,,0,descriptive_deferred
protein_014213,NADP-dependent farnesol dehydrogenase,outputs/json_dataset/full/protein_014213.json,outputs/json_dataset/best_only/protein_014213.json,unresolved,false,,0,descriptive_deferred
protein_014214,NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,outputs/json_dataset/full/protein_014214.json,outputs/json_dataset/best_only/protein_014214.json,unresolved,false,,0,descriptive_deferred
protein_014215,NADP-dependent isocitrate dehydrogenase,outputs/json_dataset/full/protein_014215.json,outputs/json_dataset/best_only/protein_014215.json,unresolved,false,,0,descriptive_deferred
protein_014216,NADP-dependent malic enzyme,outputs/json_dataset/full/protein_014216.json,outputs/json_dataset/best_only/protein_014216.json,unresolved,false,,0,descriptive_deferred
protein_014217,NADP-dependent malic enzyme-like,outputs/json_dataset/full/protein_014217.json,outputs/json_dataset/best_only/protein_014217.json,unresolved,false,,0,descriptive_deferred
protein_014218,NADP-GAPA,outputs/json_dataset/full/protein_014218.json,outputs/json_dataset/best_only/protein_014218.json,unresolved,false,,0,descriptive_deferred
protein_014219,NADP-GAPDH,outputs/json_dataset/full/protein_014219.json,outputs/json_dataset/best_only/protein_014219.json,unresolved,false,,0,descriptive_deferred
protein_014220,NADP-malate dehydrogenase,outputs/json_dataset/full/protein_014220.json,outputs/json_dataset/best_only/protein_014220.json,unresolved,false,,0,descriptive_deferred
protein_014221,NADP-malate enzyme,outputs/json_dataset/full/protein_014221.json,outputs/json_dataset/best_only/protein_014221.json,unresolved,false,,0,descriptive_deferred
protein_014222,NADP-malic enzyme,outputs/json_dataset/full/protein_014222.json,outputs/json_dataset/best_only/protein_014222.json,unresolved,false,,0,descriptive_deferred
protein_014223,NADP-MDH,outputs/json_dataset/full/protein_014223.json,outputs/json_dataset/best_only/protein_014223.json,unresolved,false,,0,descriptive_deferred
protein_014224,NADP-ME,outputs/json_dataset/full/protein_014224.json,outputs/json_dataset/best_only/protein_014224.json,unresolved,false,,0,descriptive_deferred
protein_014225,NADP-ME1-4,outputs/json_dataset/full/protein_014225.json,outputs/json_dataset/best_only/protein_014225.json,unresolved,false,,0,descriptive_deferred
protein_014226,NADP-ME3,outputs/json_dataset/full/protein_014226.json,outputs/json_dataset/best_only/protein_014226.json,unresolved,false,,0,descriptive_deferred
protein_014227,NADP-S6PDH,outputs/json_dataset/full/protein_014227.json,outputs/json_dataset/best_only/protein_014227.json,unresolved,false,,0,descriptive_deferred
protein_014228,NADP-specific glutamate dehydrogenases,outputs/json_dataset/full/protein_014228.json,outputs/json_dataset/best_only/protein_014228.json,unresolved,false,,0,descriptive_deferred
protein_014229,NADPH,outputs/json_dataset/full/protein_014229.json,outputs/json_dataset/best_only/protein_014229.json,coverage,false,,5,ambiguous_but_useful
protein_014230,NADPH oxidase,outputs/json_dataset/full/protein_014230.json,outputs/json_dataset/best_only/protein_014230.json,unresolved,false,,0,descriptive_deferred
protein_014231,NADPH oxidase-related genes,outputs/json_dataset/full/protein_014231.json,outputs/json_dataset/best_only/protein_014231.json,unresolved,false,,0,descriptive_deferred
protein_014232,NADPH oxidases,outputs/json_dataset/full/protein_014232.json,outputs/json_dataset/best_only/protein_014232.json,unresolved,false,,0,descriptive_deferred
protein_014233,NADPH type II dehydrogenases,outputs/json_dataset/full/protein_014233.json,outputs/json_dataset/best_only/protein_014233.json,unresolved,false,,0,descriptive_deferred
protein_014234,NADPH--cytochrome P450 reductase 1,outputs/json_dataset/full/protein_014234.json,outputs/json_dataset/best_only/protein_014234.json,unresolved,false,,0,descriptive_deferred
protein_014235,NADPH-dependent acrolein-reducing enzyme,outputs/json_dataset/full/protein_014235.json,outputs/json_dataset/best_only/protein_014235.json,unresolved,false,,0,descriptive_deferred
protein_014236,NADPH-dependent alkenal/one oxidoreductase,outputs/json_dataset/full/protein_014236.json,outputs/json_dataset/best_only/protein_014236.json,unresolved,false,,0,descriptive_deferred
protein_014237,NADPH-dependent enzyme,outputs/json_dataset/full/protein_014237.json,outputs/json_dataset/best_only/protein_014237.json,unresolved,false,,0,descriptive_deferred
protein_014238,NADPH-dependent enzymes,outputs/json_dataset/full/protein_014238.json,outputs/json_dataset/best_only/protein_014238.json,unresolved,false,,0,descriptive_deferred
protein_014239,NADPH-dependent HC-toxin reductase,outputs/json_dataset/full/protein_014239.json,outputs/json_dataset/best_only/protein_014239.json,unresolved,false,,0,descriptive_deferred
protein_014240,NADPH-dependent mannose 6-phosphate reductase,outputs/json_dataset/full/protein_014240.json,outputs/json_dataset/best_only/protein_014240.json,unresolved,false,,0,descriptive_deferred
protein_014241,NADPH-dependent oxidase,outputs/json_dataset/full/protein_014241.json,outputs/json_dataset/best_only/protein_014241.json,unresolved,false,,0,descriptive_deferred
protein_014242,NADPH-dependent reductase,outputs/json_dataset/full/protein_014242.json,outputs/json_dataset/best_only/protein_014242.json,unresolved,false,,0,descriptive_deferred
protein_014243,NADPH-dependent thioredoxin reductase,outputs/json_dataset/full/protein_014243.json,outputs/json_dataset/best_only/protein_014243.json,unresolved,false,,0,descriptive_deferred
protein_014244,NADPH-dependent thioredoxin reductase C,outputs/json_dataset/full/protein_014244.json,outputs/json_dataset/best_only/protein_014244.json,unresolved,false,,0,descriptive_deferred
protein_014245,NADPH-oxidase,outputs/json_dataset/full/protein_014245.json,outputs/json_dataset/best_only/protein_014245.json,unresolved,false,,0,descriptive_deferred
protein_014246,NADPH-protochlorophyllide oxidoreductase,outputs/json_dataset/full/protein_014246.json,outputs/json_dataset/best_only/protein_014246.json,unresolved,false,,0,descriptive_deferred
protein_014247,NADPH-thioredoxin reductase,outputs/json_dataset/full/protein_014247.json,outputs/json_dataset/best_only/protein_014247.json,unresolved,false,,0,descriptive_deferred
protein_014248,NADPH-ubiquinone oxidoreductase B3,outputs/json_dataset/full/protein_014248.json,outputs/json_dataset/best_only/protein_014248.json,unresolved,false,,0,descriptive_deferred
protein_014249,NADPH: protochlorophyllide oxidoreductase,outputs/json_dataset/full/protein_014249.json,outputs/json_dataset/best_only/protein_014249.json,unresolved,false,,0,descriptive_deferred
protein_014250,NADPH:Pchlide oxidoreductase A,outputs/json_dataset/full/protein_014250.json,outputs/json_dataset/best_only/protein_014250.json,unresolved,false,,0,descriptive_deferred
protein_014251,NADPH:protochlorophyllide oxidoreductase,outputs/json_dataset/full/protein_014251.json,outputs/json_dataset/best_only/protein_014251.json,unresolved,false,,0,descriptive_deferred
protein_014252,NADPH:quinone oxidoreductase type 2,outputs/json_dataset/full/protein_014252.json,outputs/json_dataset/best_only/protein_014252.json,unresolved,false,,0,descriptive_deferred
protein_014253,NADPHox,outputs/json_dataset/full/protein_014253.json,outputs/json_dataset/best_only/protein_014253.json,unresolved,false,,0,descriptive_deferred
protein_014254,NahG,outputs/json_dataset/full/protein_014254.json,outputs/json_dataset/best_only/protein_014254.json,unresolved,false,,0,descriptive_deferred
protein_014255,NAI1,outputs/json_dataset/full/protein_014255.json,outputs/json_dataset/best_only/protein_014255.json,coverage,false,,1,ambiguous_but_useful
protein_014256,NAL11,outputs/json_dataset/full/protein_014256.json,outputs/json_dataset/best_only/protein_014256.json,unresolved,false,,0,no_species_no_match
protein_014257,NaLOX3,outputs/json_dataset/full/protein_014257.json,outputs/json_dataset/best_only/protein_014257.json,unresolved,false,,3,unknown_species_prefix_global_match
protein_014258,NAM,outputs/json_dataset/full/protein_014258.json,outputs/json_dataset/best_only/protein_014258.json,coverage,false,,1,ambiguous_but_useful
protein_014259,NAM-B1,outputs/json_dataset/full/protein_014259.json,outputs/json_dataset/best_only/protein_014259.json,unresolved,false,,0,descriptive_deferred
protein_014260,Nano luciferase,outputs/json_dataset/full/protein_014260.json,outputs/json_dataset/best_only/protein_014260.json,unresolved,false,,0,descriptive_deferred
protein_014261,NAO1,outputs/json_dataset/full/protein_014261.json,outputs/json_dataset/best_only/protein_014261.json,coverage,false,,1,ambiguous_but_useful
protein_014262,NAP,outputs/json_dataset/full/protein_014262.json,outputs/json_dataset/best_only/protein_014262.json,coverage,false,,3,ambiguous_but_useful
protein_014263,napA-1,outputs/json_dataset/full/protein_014263.json,outputs/json_dataset/best_only/protein_014263.json,unresolved,false,,0,descriptive_deferred
protein_014264,NAR,outputs/json_dataset/full/protein_014264.json,outputs/json_dataset/best_only/protein_014264.json,coverage,false,,1,ambiguous_but_useful
protein_014265,naringenin 3-dioxygenase,outputs/json_dataset/full/protein_014265.json,outputs/json_dataset/best_only/protein_014265.json,unresolved,false,,0,descriptive_deferred
protein_014266,"naringenin, 2-oxoglutarate 3-dioxygenase",outputs/json_dataset/full/protein_014266.json,outputs/json_dataset/best_only/protein_014266.json,unresolved,false,,0,descriptive_deferred
protein_014267,naringenin-chalcone synthase,outputs/json_dataset/full/protein_014267.json,outputs/json_dataset/best_only/protein_014267.json,unresolved,false,,0,descriptive_deferred
protein_014268,narK-1,outputs/json_dataset/full/protein_014268.json,outputs/json_dataset/best_only/protein_014268.json,unresolved,false,,0,descriptive_deferred
protein_014269,NAS,outputs/json_dataset/full/protein_014269.json,outputs/json_dataset/best_only/protein_014269.json,coverage,false,,2,ambiguous_but_useful
protein_014270,NAS genes,outputs/json_dataset/full/protein_014270.json,outputs/json_dataset/best_only/protein_014270.json,unresolved,false,,0,descriptive_deferred
protein_014271,NAS methyltransferase,outputs/json_dataset/full/protein_014271.json,outputs/json_dataset/best_only/protein_014271.json,unresolved,false,,0,descriptive_deferred
protein_014272,NAS1,outputs/json_dataset/full/protein_014272.json,outputs/json_dataset/best_only/protein_014272.json,coverage,false,,4,ambiguous_but_useful
protein_014273,nascent polypeptides,outputs/json_dataset/full/protein_014273.json,outputs/json_dataset/best_only/protein_014273.json,unresolved,false,,0,descriptive_deferred
protein_014274,nasD,outputs/json_dataset/full/protein_014274.json,outputs/json_dataset/best_only/protein_014274.json,unresolved,false,,0,descriptive_deferred
protein_014275,Nat domain,outputs/json_dataset/full/protein_014275.json,outputs/json_dataset/best_only/protein_014275.json,unresolved,false,,0,descriptive_deferred
protein_014276,NAT1,outputs/json_dataset/full/protein_014276.json,outputs/json_dataset/best_only/protein_014276.json,coverage,false,,1,ambiguous_but_useful
protein_014277,NATA1,outputs/json_dataset/full/protein_014277.json,outputs/json_dataset/best_only/protein_014277.json,coverage,false,,1,ambiguous_but_useful
protein_014278,NATH,outputs/json_dataset/full/protein_014278.json,outputs/json_dataset/best_only/protein_014278.json,unresolved,false,,0,no_species_no_match
protein_014279,native CAT3,outputs/json_dataset/full/protein_014279.json,outputs/json_dataset/best_only/protein_014279.json,unresolved,false,,0,descriptive_deferred
protein_014280,native functional proteins,outputs/json_dataset/full/protein_014280.json,outputs/json_dataset/best_only/protein_014280.json,unresolved,false,,0,descriptive_deferred
protein_014281,native proteins,outputs/json_dataset/full/protein_014281.json,outputs/json_dataset/best_only/protein_014281.json,unresolved,false,,0,descriptive_deferred
protein_014282,natural resistance-associated macrophage protein,outputs/json_dataset/full/protein_014282.json,outputs/json_dataset/best_only/protein_014282.json,unresolved,false,,0,descriptive_deferred
protein_014283,NaWRKY70,outputs/json_dataset/full/protein_014283.json,outputs/json_dataset/best_only/protein_014283.json,unresolved,false,,2,unknown_species_prefix_global_match
protein_014284,NB,outputs/json_dataset/full/protein_014284.json,outputs/json_dataset/best_only/protein_014284.json,unresolved,false,,0,noise_skipped
protein_014285,NB-LRR protein,outputs/json_dataset/full/protein_014285.json,outputs/json_dataset/best_only/protein_014285.json,unresolved,false,,0,descriptive_deferred
protein_014286,NbAOC,outputs/json_dataset/full/protein_014286.json,outputs/json_dataset/best_only/protein_014286.json,unresolved,false,,2,unknown_species_prefix_global_match
protein_014287,NBD,outputs/json_dataset/full/protein_014287.json,outputs/json_dataset/best_only/protein_014287.json,unresolved,false,,0,no_species_no_match
protein_014288,NbHSP90,outputs/json_dataset/full/protein_014288.json,outputs/json_dataset/best_only/protein_014288.json,unresolved,false,,2,unknown_species_prefix_global_match
protein_014289,NbHSP90s,outputs/json_dataset/full/protein_014289.json,outputs/json_dataset/best_only/protein_014289.json,unresolved,false,,0,unknown_species_prefix_no_match
protein_014290,NbLOX3,outputs/json_dataset/full/protein_014290.json,outputs/json_dataset/best_only/protein_014290.json,unresolved,false,,3,unknown_species_prefix_global_match
protein_014291,NbMYB1,outputs/json_dataset/full/protein_014291.json,outputs/json_dataset/best_only/protein_014291.json,unresolved,false,,5,unknown_species_prefix_global_match
protein_014292,NbMYB306,outputs/json_dataset/full/protein_014292.json,outputs/json_dataset/best_only/protein_014292.json,unresolved,false,,1,unknown_species_prefix_global_match
protein_014293,NbMYB4,outputs/json_dataset/full/protein_014293.json,outputs/json_dataset/best_only/protein_014293.json,unresolved,false,,5,unknown_species_prefix_global_match
protein_014294,NbMYC1,outputs/json_dataset/full/protein_014294.json,outputs/json_dataset/best_only/protein_014294.json,unresolved,false,,2,unknown_species_prefix_global_match
protein_014295,NbNPR3,outputs/json_dataset/full/protein_014295.json,outputs/json_dataset/best_only/protein_014295.json,unresolved,false,,2,unknown_species_prefix_global_match
protein_014296,NbNPR3 protein,outputs/json_dataset/full/protein_014296.json,outputs/json_dataset/best_only/protein_014296.json,unresolved,false,,0,descriptive_deferred
protein_014297,NbNPR3-Flag,outputs/json_dataset/full/protein_014297.json,outputs/json_dataset/best_only/protein_014297.json,unresolved,false,,0,unknown_species_prefix_no_match
protein_014298,NbP5CS 1,outputs/json_dataset/full/protein_014298.json,outputs/json_dataset/best_only/protein_014298.json,unresolved,false,,0,descriptive_deferred
protein_014299,NbP5CS 2,outputs/json_dataset/full/protein_014299.json,outputs/json_dataset/best_only/protein_014299.json,unresolved,false,,0,descriptive_deferred
protein_014300,NbPGLP,outputs/json_dataset/full/protein_014300.json,outputs/json_dataset/best_only/protein_014300.json,unresolved,false,,1,unknown_species_prefix_global_match
protein_014301,NbPLGG1,outputs/json_dataset/full/protein_014301.json,outputs/json_dataset/best_only/protein_014301.json,unresolved,false,,1,unknown_species_prefix_global_match
protein_014302,NbProDH 1,outputs/json_dataset/full/protein_014302.json,outputs/json_dataset/best_only/protein_014302.json,unresolved,false,,0,descriptive_deferred
protein_014303,NbProDH 2,outputs/json_dataset/full/protein_014303.json,outputs/json_dataset/best_only/protein_014303.json,unresolved,false,,0,descriptive_deferred
protein_014304,NBR1,outputs/json_dataset/full/protein_014304.json,outputs/json_dataset/best_only/protein_014304.json,coverage,false,,1,ambiguous_but_useful
protein_014305,NBS-LRR gene,outputs/json_dataset/full/protein_014305.json,outputs/json_dataset/best_only/protein_014305.json,unresolved,false,,0,descriptive_deferred
protein_014306,NbV-inv 1,outputs/json_dataset/full/protein_014306.json,outputs/json_dataset/best_only/protein_014306.json,unresolved,false,,0,descriptive_deferred
protein_014307,Nbv6.1trP1436,outputs/json_dataset/full/protein_014307.json,outputs/json_dataset/best_only/protein_014307.json,unresolved,false,,0,descriptive_deferred
protein_014308,Nbv6.1trP41917,outputs/json_dataset/full/protein_014308.json,outputs/json_dataset/best_only/protein_014308.json,unresolved,false,,0,descriptive_deferred
